word,example_no,example_en,example_cn,matched_form,tatoeba_en_sentence_id,tatoeba_cn_sentence_id,tatoeba_en_author,tatoeba_cn_author,author_status,source,license,score,tatoeba_en_url,tatoeba_cn_url,notes
April,1,There weren't many visitors spending their vacations on the island in April.,在四月，来岛上度假的游客不多。,april,3081535,8692917,Tappity,crescat,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/3081535,https://tatoeba.org/en/sentences/show/8692917,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
April,2,We'll have lived here for two years next April.,到明年四月我们住在这儿就满两年了。,april,264205,333953,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/264205,https://tatoeba.org/en/sentences/show/333953,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Arab,1,Japan relies on Arab countries for oil.,日本靠阿拉伯国家提供石油。,arab,281480,333498,Eldad,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/281480,https://tatoeba.org/en/sentences/show/333498,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Arab,2,Are you an Arab?,你是阿拉伯人吗？,arab,1646252,2183839,AlanF_US,egg0073,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,74.0,https://tatoeba.org/en/sentences/show/1646252,https://tatoeba.org/en/sentences/show/2183839,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Arabia,1,Saudi Arabia is very rich in oil.,沙乌地阿拉伯有非常丰富的石油。,arabia,54153,801333,CN,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/54153,https://tatoeba.org/en/sentences/show/801333,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Arabia,2,Women are not permitted to drive cars in Saudi Arabia.,在沙特阿拉伯妇女不允许开车。,arabia,1761920,10260763,CK,GlossaMatik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1761920,https://tatoeba.org/en/sentences/show/10260763,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Arabic,1,"Shahina is an Arabic name meaning ""falcon"".",Shahina是阿拉伯名，意思是猎鹰。,arabic,8743384,8744774,Solana,slo_oth,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/8743384,https://tatoeba.org/en/sentences/show/8744774,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Arabic,2,Arabic must be read from right to left.,阿拉伯语要从右往左读。,arabic,4869722,4859711,jarbv,musclegirlxyp,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/4869722,https://tatoeba.org/en/sentences/show/4859711,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Ares,1,"In Greek mythology, Ares was the god of war.",在希腊神话中，阿瑞斯是战争之神。,ares,5617841,10871961,Mar1L,gli315400,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/5617841,https://tatoeba.org/en/sentences/show/10871961,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Argentina,1,Peru is the third largest country in South America after Brazil and Argentina.,秘鲁是排在巴西和阿根廷之后的南美第三大国家。,argentina,1815546,1899398,Amastan,fercheung,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/1815546,https://tatoeba.org/en/sentences/show/1899398,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Argentina,2,We imported meat from Argentina.,我们从阿根廷进口了肉类。,argentina,1170124,5911755,riccioberto,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1170124,https://tatoeba.org/en/sentences/show/5911755,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Arizona,1,Phoenix is the capital of Arizona.,凤凰城是亚利桑那州的首府。,arizona,34395,862707,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/34395,https://tatoeba.org/en/sentences/show/862707,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Armenia,1,There is no sea in Armenia.,亚美尼亚里没有海。,armenia,1781642,8935135,Amastan,iiujik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1781642,https://tatoeba.org/en/sentences/show/8935135,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Armenia,2,"Armenia is called ""Hayastan"" in Armenian.",亚美尼亚在亚美尼亚语中是”哈亚斯坦“。,armenia,1814665,8935137,Amastan,iiujik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1814665,https://tatoeba.org/en/sentences/show/8935137,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Armenian,1,Armenian is an Indo-European language.,亚美尼亚语是一门印欧语言。,armenian,1781610,7076960,Amastan,la_kanro,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1781610,https://tatoeba.org/en/sentences/show/7076960,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Armenian,2,"Armenia is called ""Hayastan"" in Armenian.",亚美尼亚在亚美尼亚语中是”哈亚斯坦“。,armenian,1814665,8935137,Amastan,iiujik,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/1814665,https://tatoeba.org/en/sentences/show/8935137,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Asama,1,Mt. Asama is now dormant.,浅间山现在是寂静的。,asama,273346,5655373,CN,verdastelo9604,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/273346,https://tatoeba.org/en/sentences/show/5655373,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Asia,1,Europe has a smaller population than Asia.,欧洲的人口比亚洲少。,asia,30014,390530,CK,fucongcong,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/30014,https://tatoeba.org/en/sentences/show/390530,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Asia,2,Asia is roughly four times the size of Europe.,亚洲的大小约四倍于欧洲。,asia,71855,844579,CM,kooler,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/71855,https://tatoeba.org/en/sentences/show/844579,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Asian,1,The imports from Asian countries have expanded recently.,最近，来自亚洲各国的进口额不断扩大。,asian,71854,844577,Miktsoanit,kooler,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/71854,https://tatoeba.org/en/sentences/show/844577,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Asian,2,"According to East Asian reckoning, he's thirty-seven.",他虚岁三十七岁。,asian,11274710,842190,Aphima,U2FS,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/11274710,https://tatoeba.org/en/sentences/show/842190,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Athenian,1,I'm neither an Athenian nor a Greek.,我既不是雅典人也不是希腊人。,athenian,543554,801357,darinmex,U2FS,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/543554,https://tatoeba.org/en/sentences/show/801357,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Athens,1,Many famous philosophers and poets come from Athens.,很多有名的哲学家和诗人都来自雅典。,athens,6841167,7980244,CarpeLanam,Leolaaziano,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,122.0,https://tatoeba.org/en/sentences/show/6841167,https://tatoeba.org/en/sentences/show/7980244,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Athens,2,I will be visiting Athens.,我会去到雅典。,athens,10276512,2521501,DaoSeng,europeanlanguages,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,104.0,https://tatoeba.org/en/sentences/show/10276512,https://tatoeba.org/en/sentences/show/2521501,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
Atlantic,1,Charles Lindbergh made the first solo flight across the Atlantic Ocean in 1927.,Charles Lindbergh于1927年成功完成了第一次独自飞越大西洋。,atlantic,40208,866177,CK,Martha,username_filled_from_sentences_detailed,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,112.0,https://tatoeba.org/en/sentences/show/40208,https://tatoeba.org/en/sentences/show/866177,Text sentence only; no Tatoeba audio used. Username author fields require Tatoeba Detailed Sentences export to fill exactly.
